Dennis NRF49MKE2JJ 0.1254420942048 4.8075658589583
Anastasia ZLD53OXG2PX -0.046428030334265 4.8147818277128
Lance TPJ89ETX4HS -0.065441867800312 4.7245162686734
Ulysses ZNT00SCI9SN -0.047830415353172 4.1500873814434
Vladimir KZF10HZW2XW 0.045563000530272 5.3770463806686
Hermione BEF81KXU1OJ -0.30576497523502 5.2547749466276
Quynn GFW18LVS0DA -0.11186235704005 4.5164529250711
Keane AJM32POA7SX 0.030219102852038 5.3213468498403
Dexter IXD30SZQ5KP 0.42759547405647 4.5622282182205
Colt CCS44AYM9MV 0.36278459201442 5.5303031370201
Baker UXD24OEK7KI -0.069814790095212 4.7687545044488
Lionel HYT54UMH3KT 0.06420250649708 4.2320873327148
Francesca IOC00SQQ4TV 0.091255525414646 4.5163787666398
Germaine FAV98IGA9XE 0.12565914665695 5.3467567403743
Azalia KPR83UHB7CZ -0.095931120746598 4.020271382723
Melissa QYB23FVY4IK 0.010821969410415 4.6825113447727
Aline NGX94HYP1DV -0.29805238445007 4.5308442830757
Joelle NCK48EHR5LF -0.42363239502677 4.2691364709005
Nina JRX59RCD5BO -0.17544464294126 4.3395026395846
Ainsley TEW48TYU0PZ 0.16944531468745 4.8657760686474
Kelsie XOH51CGI7QA -0.091835998405863 4.6048363435044
Yeo ZXR98BYR2FQ -0.09909867297203 5.1263291117293
Burton PBB20AVW8BG -0.48169902745471 3.9043329613764
Abdul MXI38OMQ3WK -0.60332809810951 4.8233584938583
Brenden CLV85ITO5BU -0.25093210434624 5.1847098900986
Cairo YEH66WFK5WW -0.13466258348005 4.8875260192026
Noah NIN76GXK9JG 0.2680849460957 4.0075305151062
Nevada CQE61UCW8NK 0.26656461801368 4.648338982454
Hyacinth VHN80QDA9BQ 0.30029971074048 5.7039247292551
Ahmed IXV42NDP5LN -0.14558173786346 5.0712097772355
Lamar TIQ89YUG7QH 0.37126332884393 4.8809543816198
Yuri TTR03AZS9ST 0.059424877460397 4.8818890131427
Lucas ESQ03HPJ2FY -0.17142999247052 4.6061669939615
Jolie RUG59MYI1TI -0.018791544795046 5.1295480367775
Urielle FTD61HJF8BV 0.12389424623603 5.2653943965383
Orlando XZR13VJZ3QJ -0.37504364702271 4.8223717555546
Kerry RBT95QIR9LD 0.43623349375688 4.837955619697
Kevin TDN19RXT5TI 0.013456723235977 5.396693933813
Ivory THG15LXS3AI 0.34863881769739 5.1928533739366
Illiana ZOX41IXL4UC 0.075013798933025 5.0673759807612
Calista KKB02LFJ0ZS -0.020534210474284 4.8618982847257
Ori HTV69HKZ2IF -0.047290603022447 4.7658949052986
Hayes VJS07HPV8YR 0.14477553429212 4.6948354036558
